id,msg_id,tag,author

84,1513,cont,aasmr

85,1514,cont,aasmr

86,1515,cont,aasmr

87,1516,cont,aasmr

88,1517,cont,aasmr

89,1518,cont,aasmr

90,1519,cont,aasmr

91,1520,cont,aasmr

92,1521,cont,aasmr

93,1522,cont,aasmr

94,1523,cont,aasmr

95,1524,cont,aasmr

96,1525,cont,aasmr

97,1526,cont,aasmr

98,1527,cont,aasmr

99,1528,cont,aasmr

100,1529,cont,aasmr

101,1530,cont,aasmr

102,1531,cont,aasmr

103,1532,cont,aasmr

104,1533,cont,aasmr

105,1534,cont,aasmr

106,1535,cont,aasmr

107,1536,cont,aasmr

108,1537,cont,aasmr

109,1538,cont,aasmr

110,1539,cont,aasmr

111,1540,cont,aasmr

112,1541,cont,aasmr

113,1542,cont,aasmr

114,1543,cont,aasmr

115,1544,cont,aasmr

116,1545,cont,aasmr

117,1546,cont,aasmr

118,1547,cont,aasmr

119,1548,cont,aasmr

120,1549,cont,aasmr

121,1550,cont,aasmr

122,1551,cont,aasmr

123,1552,cont,aasmr

124,1553,cont,aasmr

125,1554,cont,aasmr

126,1555,cont,aasmr

127,1556,cont,aasmr

128,1557,cont,aasmr

129,1558,cont,aasmr

130,1559,cont,aasmr

131,1560,cont,aasmr

132,1561,cont,aasmr

133,1562,cont,aasmr

134,1563,cont,aasmr

135,1564,cont,aasmr

136,1565,cont,aasmr

137,1566,cont,aasmr

138,1567,cont,aasmr

139,1568,cont,aasmr

140,1569,cont,aasmr

141,1570,cont,aasmr

142,1571,cont,aasmr

143,1572,cont,aasmr

144,1573,cont,aasmr

145,1574,cont,aasmr

146,1575,cont,aasmr

147,1576,cont,aasmr

148,1577,cont,aasmr

149,1578,cont,aasmr

150,1579,cont,aasmr

151,1580,cont,aasmr

152,1581,cont,aasmr

153,1582,cont,aasmr

154,1583,cont,aasmr

155,1584,cont,aasmr

156,1585,cont,aasmr

157,1586,cont,aasmr

158,1587,cont,aasmr

159,1588,cont,aasmr

160,1589,cont,aasmr

161,1590,cont,aasmr

162,1591,cont,aasmr

163,1592,cont,aasmr

164,1593,cont,aasmr

165,1594,cont,aasmr

166,1595,cont,aasmr

167,1596,cont,aasmr

168,1597,cont,aasmr

169,1598,negative,aasmr

170,1599,cont,aasmr

171,1600,cont,aasmr

172,1601,cont,aasmr

173,1602,cont,aasmr

174,1603,cont,aasmr

175,1604,cont,aasmr

176,1605,cont,aasmr

177,1606,cont,aasmr

178,1607,cont,aasmr

179,1608,cont,aasmr

180,1609,cont,aasmr

181,1610,cont,aasmr

182,1611,cont,aasmr

183,1612,cont,aasmr

184,1613,cont,aasmr

185,1614,cont,aasmr

186,1615,cont,aasmr

187,1617,cont,aasmr

188,1618,cont,aasmr

189,1619,cont,aasmr

190,1620,cont,aasmr

191,1621,cont,aasmr

192,1622,cont,aasmr

193,1623,cont,aasmr

194,1624,cont,aasmr

195,1625,cont,aasmr

196,1626,cont,aasmr

197,1627,cont,aasmr

198,1628,cont,aasmr

199,1629,cont,aasmr

200,1630,cont,aasmr

201,1631,cont,aasmr

202,1632,cont,aasmr

203,1633,cont,aasmr

204,1634,cont,aasmr

205,1635,cont,aasmr

206,1636,cont,aasmr

207,1637,cont,aasmr

208,1638,cont,aasmr

209,1639,cont,aasmr

210,1640,cont,aasmr

211,1641,cont,aasmr

212,1642,cont,aasmr

213,1643,cont,aasmr

214,1644,cont,aasmr

215,1645,cont,aasmr

216,1646,cont,aasmr

217,1647,cont,aasmr

218,1648,cont,aasmr

219,1649,cont,aasmr

220,1650,cont,aasmr

221,1651,cont,aasmr

222,1652,cont,aasmr

223,1653,cont,aasmr

224,1654,cont,aasmr

225,1655,cont,aasmr

226,1656,cont,aasmr

227,1657,cont,aasmr

228,1658,cont,aasmr

229,1659,cont,aasmr

230,1660,cont,aasmr

231,1661,cont,aasmr

232,1662,cont,aasmr

233,1663,cont,aasmr

234,1664,cont,aasmr

235,1665,cont,aasmr

236,1666,cont,aasmr

237,1669,cont,aasmr

238,1670,cont,aasmr

239,1671,cont,aasmr

240,1672,cont,aasmr

241,1673,cont,aasmr

242,1674,cont,aasmr

243,1675,cont,aasmr

244,1676,cont,aasmr

245,1677,cont,aasmr

246,1678,cont,aasmr

247,1679,cont,aasmr

248,1680,cont,aasmr

249,1681,cont,aasmr

250,1682,cont,aasmr

251,1683,cont,aasmr

252,1684,cont,aasmr

253,1685,cont,aasmr

254,1686,cont,aasmr

255,1687,cont,aasmr

256,1688,cont,aasmr

257,1689,cont,aasmr

258,1691,cont,aasmr

259,1692,cont,aasmr

260,1693,cont,aasmr

261,1694,cont,aasmr

262,1695,cont,aasmr

263,1696,cont,aasmr

264,1697,cont,aasmr

265,1698,cont,aasmr

266,1699,negative,aasmr

267,1700,cont,aasmr

268,1701,cont,aasmr

269,1702,cont,aasmr

270,1703,cont,aasmr

271,1704,vbros,aasmr

272,1705,cont,aasmr

273,1706,cont,aasmr

274,1707,cont,aasmr

275,1708,cont,aasmr

276,1709,cont,aasmr

277,1710,cont,aasmr

278,1711,cont,aasmr

279,1712,cont,aasmr

280,1713,cont,aasmr

281,1714,cont,aasmr

282,1715,cont,aasmr

283,1716,cont,aasmr

284,1717,cont,aasmr

285,1719,cont,aasmr

286,1720,cont,aasmr

287,1721,cont,aasmr

288,1722,cont,aasmr

289,1723,cont,aasmr

290,1724,cont,aasmr

291,1725,cont,aasmr

292,1726,cont,aasmr

293,1727,cont,aasmr

294,1728,cont,aasmr

295,1729,cont,aasmr

296,1730,cont,aasmr

297,1731,cont,aasmr

298,1732,cont,aasmr

299,1733,cont,aasmr

300,1734,cont,aasmr

301,1735,cont,aasmr

302,1736,cont,aasmr

303,1737,cont,aasmr

304,1739,cont,aasmr

305,1740,cont,aasmr

306,1741,cont,aasmr

307,1742,cont,aasmr

308,1743,cont,aasmr

309,1744,cont,aasmr

310,1745,cont,aasmr

311,1746,cont,aasmr

312,1747,cont,aasmr

313,1748,cont,aasmr

314,1749,cont,aasmr

315,1750,cont,aasmr

316,1751,cont,aasmr

317,1752,cont,aasmr

318,1753,cont,aasmr

319,1754,cont,aasmr

320,1755,cont,aasmr

321,1756,negative,aasmr

322,1757,cont,aasmr

323,1758,cont,aasmr

324,1759,cont,aasmr

325,1760,cont,aasmr

326,1761,cont,aasmr

327,1762,cont,aasmr

328,1763,cont,aasmr

329,1764,cont,aasmr

330,1765,cont,aasmr

331,1766,cont,aasmr

332,1767,cont,aasmr

333,1768,cont,aasmr

334,1769,cont,aasmr

335,1770,cont,aasmr

336,1771,cont,aasmr

337,1772,cont,aasmr

338,1773,cont,aasmr

339,1774,cont,aasmr

340,1775,cont,aasmr

341,1776,cont,aasmr

342,1777,cont,aasmr

343,1778,cont,aasmr

344,1779,cont,aasmr

345,1780,cont,aasmr

346,1781,cont,aasmr

347,1782,cont,aasmr

348,1783,cont,aasmr

349,1784,cont,aasmr

350,1785,cont,aasmr

351,1786,cont,aasmr

352,1787,cont,aasmr

353,1788,cont,aasmr

354,1789,vbros,aasmr

355,1790,cont,aasmr

356,1791,negative,aasmr

357,1792,cont,aasmr

358,1793,cont,aasmr

359,1794,cont,aasmr

360,1795,cont,aasmr

361,1796,cont,aasmr

362,1797,cont,aasmr

363,1798,cont,aasmr

364,1799,cont,aasmr

365,1800,negative,aasmr

366,1800,negative,aasmr

367,1800,negative,aasmr

368,1801,cont,aasmr

369,1802,cont,aasmr

370,1803,cont,aasmr

371,1804,cont,aasmr

372,1805,cont,aasmr

373,1806,cont,aasmr

374,1807,cont,aasmr

375,1808,cont,aasmr

376,1809,cont,aasmr

377,1810,cont,aasmr

378,1811,cont,aasmr

379,1812,cont,aasmr

380,1813,cont,aasmr

381,1814,cont,aasmr

382,1815,cont,aasmr

383,1816,cont,aasmr

384,1817,cont,aasmr

385,1818,cont,aasmr

386,1819,cont,aasmr

387,1820,cont,aasmr

388,1821,cont,aasmr

389,1822,cont,aasmr

390,1824,cont,aasmr

391,1825,cont,aasmr

392,1826,cont,aasmr

393,1827,cont,aasmr

394,1828,cont,aasmr

395,1829,cont,aasmr

396,1830,cont,aasmr

397,1831,cont,aasmr

398,1832,cont,aasmr

399,1833,cont,aasmr

400,1834,cont,aasmr

401,1835,cont,aasmr

402,1836,cont,aasmr

403,1837,cont,aasmr

404,1838,cont,aasmr

405,1839,cont,aasmr

406,1840,cont,aasmr

407,1841,cont,aasmr

408,1842,cont,aasmr

409,1843,cont,aasmr

410,1844,cont,aasmr

411,1845,cont,aasmr

412,1846,cont,aasmr

413,1847,cont,aasmr

414,1848,cont,aasmr

415,1849,cont,aasmr

416,1850,cont,aasmr

417,1851,cont,aasmr

418,1852,cont,aasmr

419,1853,cont,aasmr

420,1854,cont,aasmr

421,1855,cont,aasmr

422,1856,cont,aasmr

423,1857,cont,aasmr

424,1858,cont,aasmr

425,1859,cont,aasmr

426,1860,cont,aasmr

427,1861,cont,aasmr

428,1862,negative,aasmr

429,1862,negative,aasmr

430,1863,negative,aasmr

431,1864,negative,aasmr

432,1865,cont,aasmr

433,1866,cont,aasmr

434,1867,cont,aasmr

435,1868,cont,aasmr

436,1869,cont,aasmr

437,1870,cont,aasmr

438,1871,cont,aasmr

439,1872,cont,aasmr

440,1873,cont,aasmr

441,1874,cont,aasmr

442,1875,cont,aasmr

443,1876,cont,aasmr

444,1877,cont,aasmr

445,1878,cont,aasmr

446,1879,cont,aasmr

447,1880,cont,aasmr

448,1881,cont,aasmr

449,1882,negative,aasmr

450,1883,cont,aasmr

451,1884,cont,aasmr

452,1885,cont,aasmr

453,1886,cont,aasmr

454,1887,negative,aasmr

455,1888,cont,aasmr

456,1890,cont,aasmr

457,1891,cont,aasmr

458,1892,cont,aasmr

459,1893,cont,aasmr

460,1894,cont,aasmr

461,1895,cont,aasmr

462,1896,cont,aasmr

463,1897,cont,aasmr

464,1899,cont,aasmr

465,1900,cont,aasmr

466,1901,cont,aasmr

467,1902,cont,aasmr

468,1903,cont,aasmr

469,1904,cont,aasmr

470,1905,cont,aasmr

471,1906,cont,aasmr

472,1907,cont,aasmr

473,1908,cont,aasmr

474,1909,cont,aasmr

475,1910,cont,aasmr

476,1911,cont,aasmr

477,1912,cont,aasmr

478,1913,vbros,aasmr

479,1914,cont,aasmr

480,1915,cont,aasmr

481,1916,cont,aasmr

482,1917,cont,aasmr

483,1918,cont,aasmr

484,1919,cont,aasmr

485,1920,cont,aasmr

486,1921,cont,aasmr

487,1922,cont,aasmr

488,1923,vbros,aasmr

489,1924,cont,aasmr

490,1925,cont,aasmr

491,1926,cont,aasmr

492,1927,cont,aasmr

493,1928,cont,aasmr

494,1929,cont,aasmr

495,1930,cont,aasmr

496,1931,cont,aasmr

497,1932,cont,aasmr

498,1933,cont,aasmr

499,1934,cont,aasmr

500,1935,cont,aasmr

501,1936,cont,aasmr

502,1937,cont,aasmr

503,1938,cont,aasmr

504,1939,cont,aasmr

505,1940,cont,aasmr

506,1941,cont,aasmr

507,1942,cont,aasmr

508,1943,cont,aasmr

509,1944,cont,aasmr

510,1945,negative,aasmr

511,1946,cont,aasmr

512,1947,cont,aasmr

513,1948,cont,aasmr

514,1949,cont,aasmr

515,1950,cont,aasmr

516,1951,cont,aasmr

517,1952,cont,aasmr

518,1953,cont,aasmr

519,1954,cont,aasmr

520,1955,cont,aasmr

521,1956,cont,aasmr

522,1957,cont,aasmr

523,1958,cont,aasmr

524,1959,cont,aasmr

525,1960,cont,aasmr

526,1961,cont,aasmr

527,1962,cont,aasmr

528,1963,negative,aasmr

529,1964,cont,aasmr

530,1965,cont,aasmr

531,1966,cont,aasmr

532,1967,cont,aasmr

533,1968,negative,aasmr

534,1969,cont,aasmr

535,1970,cont,aasmr

536,1971,cont,aasmr

537,1972,vbros,aasmr

538,1973,cont,aasmr

539,1974,cont,aasmr

540,1975,cont,aasmr

541,1976,cont,aasmr

542,1977,cont,aasmr

543,1978,cont,aasmr

544,1979,cont,aasmr

545,1980,cont,aasmr

546,1981,negative,aasmr

547,1982,cont,aasmr

548,1983,cont,aasmr

549,1984,cont,aasmr

550,1985,cont,aasmr

551,1986,negative,aasmr

552,1987,cont,aasmr

553,1988,cont,aasmr

554,1989,cont,aasmr

555,1990,cont,aasmr

556,1991,cont,aasmr

557,1992,cont,aasmr

558,1993,cont,aasmr

559,1994,negative,aasmr

560,1995,cont,aasmr

561,1996,cont,aasmr

562,1997,cont,aasmr

563,1998,cont,aasmr

564,1999,cont,aasmr

565,2000,cont,aasmr

566,2001,cont,aasmr

567,2002,cont,aasmr

568,2003,cont,aasmr

569,2004,cont,aasmr

570,2005,cont,aasmr

571,2006,cont,aasmr

572,2007,cont,aasmr

573,2008,cont,aasmr

574,2009,cont,aasmr

575,2010,cont,aasmr

576,2011,cont,aasmr

577,2012,cont,aasmr

578,2013,cont,aasmr

579,2014,cont,aasmr

580,2016,negative,aasmr

581,2016,negative,aasmr

582,2017,cont,aasmr

583,2018,cont,aasmr

584,2019,cont,aasmr

585,2020,cont,aasmr

586,2021,cont,aasmr

587,2022,cont,aasmr

588,2025,cont,aasmr

589,2026,cont,aasmr

590,2027,cont,aasmr

591,2028,cont,aasmr

592,2029,cont,aasmr

593,2030,cont,aasmr

594,2033,cont,aasmr

595,2034,cont,aasmr

596,2035,cont,aasmr

597,2036,cont,aasmr

598,2037,cont,aasmr

599,2038,cont,aasmr

600,2039,cont,aasmr

601,2040,cont,aasmr

602,2042,cont,aasmr

603,2043,cont,aasmr

604,2044,cont,aasmr

605,2045,cont,aasmr

606,2046,cont,aasmr

607,2047,cont,aasmr

608,2048,cont,aasmr

609,2049,cont,aasmr

610,2050,cont,aasmr

611,2051,vbros,aasmr

612,2052,vbros,aasmr

613,2053,cont,aasmr

614,2054,vbros,aasmr

615,2055,cont,aasmr

616,2056,cont,aasmr

617,2057,cont,aasmr

618,2058,cont,aasmr

619,2059,cont,aasmr

620,2060,cont,aasmr

621,2061,cont,aasmr

622,2062,cont,aasmr

623,2063,cont,aasmr

624,2064,negative,aasmr

625,2065,cont,aasmr

626,2066,cont,aasmr

627,2067,cont,aasmr

628,2068,cont,aasmr

629,2069,negative,aasmr

630,2070,cont,aasmr

631,2071,cont,aasmr

632,2072,cont,aasmr

633,2073,cont,aasmr

634,2074,cont,aasmr

635,2075,cont,aasmr

636,2076,cont,aasmr

637,2077,cont,aasmr

638,2078,cont,aasmr

639,2079,cont,aasmr

640,2080,negative,aasmr

641,2081,cont,aasmr

642,2082,cont,aasmr

643,2083,cont,aasmr

644,2084,cont,aasmr

645,2085,cont,aasmr

646,2086,cont,aasmr

647,2087,cont,aasmr

648,2088,cont,aasmr

649,2089,cont,aasmr

650,2090,negative,aasmr

651,2091,cont,aasmr

652,2092,cont,aasmr

653,2093,cont,aasmr

654,2094,cont,aasmr

655,2095,cont,aasmr

656,2096,negative,aasmr

657,2097,cont,aasmr

658,2098,negative,aasmr

659,2099,cont,aasmr

660,2100,cont,aasmr

661,2101,cont,aasmr

662,2102,cont,aasmr

663,2103,negative,aasmr

664,2104,cont,aasmr

665,2105,cont,aasmr

666,2106,cont,aasmr

667,2107,cont,aasmr

668,2108,cont,aasmr

669,2109,cont,aasmr

670,2110,cont,aasmr

671,2111,negative,aasmr

672,2112,cont,aasmr

673,2113,cont,aasmr

674,2114,cont,aasmr

675,2115,cont,aasmr

676,2116,cont,aasmr

677,2117,cont,aasmr

678,2118,cont,aasmr

679,2119,cont,aasmr

680,2120,cont,aasmr

681,2121,cont,aasmr

682,2122,cont,aasmr

683,2123,negative,aasmr

684,2124,cont,aasmr

685,2125,cont,aasmr

686,2126,cont,aasmr

687,2127,cont,aasmr

688,2128,cont,aasmr

689,2129,negative,aasmr

690,2130,cont,aasmr

691,2131,cont,aasmr

692,2132,cont,aasmr

693,2133,cont,aasmr

694,2134,negative,aasmr

695,2135,cont,aasmr

696,2136,negative,aasmr

697,2137,negative,aasmr

698,2138,cont,aasmr

699,2139,cont,aasmr

700,2140,cont,aasmr

701,2141,cont,aasmr

702,2142,cont,aasmr

703,2143,cont,aasmr

704,2144,cont,aasmr

705,2145,cont,aasmr

706,2146,cont,aasmr

707,2147,cont,aasmr

708,2148,cont,aasmr

709,2149,cont,aasmr

710,2150,cont,aasmr

711,2151,cont,aasmr

712,2152,cont,aasmr

713,2153,cont,aasmr

714,2154,cont,aasmr

715,2155,cont,aasmr

716,2156,cont,aasmr

717,2157,cont,aasmr

718,2158,cont,aasmr

719,2159,cont,aasmr

720,2160,cont,aasmr

721,2161,cont,aasmr

722,2162,cont,aasmr

723,2163,cont,aasmr

724,2164,cont,aasmr

725,2165,cont,aasmr

726,2166,cont,aasmr

727,2167,cont,aasmr

728,2168,cont,aasmr

729,2169,cont,aasmr

730,2170,cont,aasmr

731,2171,negative,aasmr

732,2172,cont,aasmr

733,2173,cont,aasmr

734,2174,cont,aasmr

735,2175,cont,aasmr

736,2176,cont,aasmr

737,2177,cont,aasmr

738,2178,cont,aasmr

739,2179,cont,aasmr

740,2180,cont,aasmr

741,2181,cont,aasmr

742,2182,cont,aasmr

743,2183,cont,aasmr

744,2184,cont,aasmr

745,2185,cont,aasmr

746,2186,cont,aasmr

747,2187,cont,aasmr

748,2188,cont,aasmr

749,2189,cont,aasmr

750,2190,cont,aasmr

751,2191,cont,aasmr

752,2192,cont,aasmr

753,2193,cont,aasmr

754,2194,cont,aasmr

755,2195,cont,aasmr

756,2196,cont,aasmr

757,2197,cont,aasmr

758,2198,cont,aasmr

759,2199,cont,aasmr

760,2200,cont,aasmr

761,2201,cont,aasmr

762,2202,cont,aasmr

763,2203,cont,aasmr

764,2204,cont,aasmr

765,2205,cont,aasmr

766,2206,cont,aasmr

767,2207,cont,aasmr

768,2208,cont,aasmr

769,2209,cont,aasmr

770,2210,cont,aasmr

771,2211,cont,aasmr

772,2212,cont,aasmr

773,2213,cont,aasmr

774,2214,negative,aasmr

775,2215,cont,aasmr

776,2216,cont,aasmr

777,2217,cont,aasmr

778,2218,cont,aasmr

779,2219,cont,aasmr

780,2220,cont,aasmr

781,2221,cont,aasmr

782,2222,cont,aasmr

783,2223,cont,aasmr

784,2224,cont,aasmr

785,2225,cont,aasmr

786,2226,cont,aasmr

787,2227,cont,aasmr

788,2228,cont,aasmr

789,2229,cont,aasmr

790,2230,cont,aasmr

791,2231,cont,aasmr

792,2232,cont,aasmr

793,2233,cont,aasmr

794,2234,cont,aasmr

795,2235,cont,aasmr

796,2236,cont,aasmr

797,2238,cont,aasmr

798,2239,cont,aasmr

799,2241,cont,aasmr

800,2242,cont,aasmr

801,2243,negative,aasmr

802,2243,negative,aasmr

803,2244,negative,aasmr

804,2244,negative,aasmr

805,2244,negative,aasmr

806,2244,negative,aasmr

807,2245,negative,aasmr

808,2246,negative,aasmr

809,2247,cont,aasmr

810,2248,cont,aasmr

811,2249,cont,aasmr

812,2250,cont,aasmr

813,2251,cont,aasmr

814,2252,cont,aasmr

815,2253,cont,aasmr

816,2254,cont,aasmr

817,2255,cont,aasmr

818,2256,cont,aasmr

819,2257,cont,aasmr

820,2258,cont,aasmr

821,2259,cont,aasmr

822,2260,cont,aasmr

823,2261,cont,aasmr

824,2262,cont,aasmr

825,2263,cont,aasmr

826,2264,cont,aasmr

827,2265,cont,aasmr

828,2266,cont,aasmr

829,2267,cont,aasmr

830,2268,cont,aasmr

831,2269,cont,aasmr

832,2270,cont,aasmr

833,2271,cont,aasmr

834,2272,cont,aasmr

835,2273,cont,aasmr

836,2274,cont,aasmr

837,2275,cont,aasmr

838,2276,cont,aasmr

839,2277,cont,aasmr

840,2279,cont,aasmr

841,2280,cont,aasmr

842,2281,cont,aasmr

843,2282,cont,aasmr

844,2283,cont,aasmr

845,2284,cont,aasmr

846,2285,cont,aasmr

847,2286,cont,aasmr

848,2287,cont,aasmr

849,2288,cont,aasmr

850,2289,cont,aasmr

851,2290,cont,aasmr

852,2291,cont,aasmr

853,2292,cont,aasmr

854,2293,cont,aasmr

855,2294,cont,aasmr

856,2295,cont,aasmr

857,2296,cont,aasmr

858,2297,cont,aasmr

859,2298,negative,aasmr

860,2299,cont,aasmr

861,2300,cont,aasmr

862,2301,cont,aasmr

863,2302,cont,aasmr

864,2303,cont,aasmr

865,2304,negative,aasmr

866,2305,negative,aasmr

867,2306,cont,aasmr

868,2307,cont,aasmr

869,2308,cont,aasmr

870,2309,cont,aasmr

871,2310,negative,aasmr

872,2311,cont,aasmr

873,2312,cont,aasmr

874,2313,cont,aasmr

875,2314,cont,aasmr

876,2315,cont,aasmr

877,2316,cont,aasmr

878,2317,cont,aasmr

879,2318,negative,aasmr

880,2319,negative,aasmr

881,2320,cont,aasmr

882,2321,cont,aasmr

883,2322,negative,aasmr

884,2323,cont,aasmr

885,2324,cont,aasmr

886,2325,cont,aasmr

887,2326,cont,aasmr

888,2327,cont,aasmr

889,2328,negative,aasmr

890,2329,negative,aasmr

891,2330,cont,aasmr

892,2331,cont,aasmr

893,2332,negative,aasmr

894,2333,cont,aasmr

895,2334,cont,aasmr

896,2335,cont,aasmr

897,2336,negative,aasmr

898,2337,negative,aasmr

899,2338,cont,aasmr

900,2339,cont,aasmr

901,2340,negative,aasmr

902,2341,negative,aasmr

903,2341,negative,aasmr

904,2342,cont,aasmr

905,2343,cont,aasmr

906,2344,cont,aasmr

907,2345,cont,aasmr

908,2346,cont,aasmr

909,2347,cont,aasmr

910,2348,cont,aasmr

911,2349,cont,aasmr

912,2350,cont,aasmr

913,2351,cont,aasmr

914,2352,cont,aasmr

915,2353,negative,aasmr

916,2354,cont,aasmr

917,2355,cont,aasmr

918,2356,cont,aasmr

919,2357,cont,aasmr

920,2358,cont,aasmr

921,2359,cont,aasmr

922,2360,cont,aasmr

923,2361,cont,aasmr

924,2362,cont,aasmr

925,2363,cont,aasmr

926,2364,cont,aasmr

927,2365,cont,aasmr

928,2366,cont,aasmr

929,2367,cont,aasmr

930,2368,cont,aasmr

931,2369,cont,aasmr

932,2370,cont,aasmr

933,2371,cont,aasmr

934,2372,negative,aasmr

935,2373,cont,aasmr

936,2374,negative,aasmr

937,2375,cont,aasmr

938,2376,cont,aasmr

939,2377,cont,aasmr

940,2378,cont,aasmr

941,2379,cont,aasmr

942,2380,cont,aasmr

943,2381,cont,aasmr

944,2382,cont,aasmr

945,2383,cont,aasmr

946,2384,cont,aasmr

947,2385,cont,aasmr

948,2386,negative,aasmr

949,2387,cont,aasmr

950,2388,cont,aasmr

951,2389,cont,aasmr

952,2390,cont,aasmr

953,2391,cont,aasmr

954,2392,cont,aasmr

955,2393,cont,aasmr

956,2394,cont,aasmr

957,2395,cont,aasmr

958,2396,cont,aasmr

959,2397,cont,aasmr

960,2398,cont,aasmr

961,2399,cont,aasmr

962,2400,cont,aasmr

963,2401,cont,aasmr

964,2402,cont,aasmr

965,2403,cont,aasmr

966,2404,cont,aasmr

967,2405,negative,aasmr

968,2406,cont,aasmr

969,2407,cont,aasmr

970,2408,cont,aasmr

971,2409,cont,aasmr

972,2410,cont,aasmr

973,2411,cont,aasmr

974,2412,cont,aasmr

975,2413,cont,aasmr

976,2414,cont,aasmr

977,2415,cont,aasmr

978,2416,cont,aasmr

979,2417,cont,aasmr

980,2418,cont,aasmr

981,2419,cont,aasmr

982,2420,cont,aasmr

983,2421,cont,aasmr

984,2423,cont,aasmr

985,2424,cont,aasmr

986,2426,negative,aasmr

987,2427,cont,aasmr

988,2428,cont,aasmr

989,2429,cont,aasmr

990,2430,cont,aasmr

991,2431,cont,aasmr

992,2432,cont,aasmr

993,2433,negative,aasmr

994,2433,cont,aasmr

995,2434,negative,aasmr

996,2434,cont,aasmr

